Gene name,Gene name2,Gene Synonym 0,Gene Synonym 1,Gene Synonym 2,Gene Synonym 3,Gene Synonym 4,Gene Synonym 5,Gene Synonym 6,Gene Synonym 7,Gene Synonym 8,Gene Synonym 9,Gene Synonym 10,Gene Synonym 11,Gene Synonym 12,Gene Synonym 13,Gene Synonym 14,Gene Synonym 15,Gene Synonym 16,Gene Synonym 17,Gene Synonym 18,Gene Synonym 19,Gene Synonym 20,Gene Synonym 21,Gene Synonym 22,Gene Synonym 23,Gene Synonym 24,Gene Synonym 25,Gene Synonym 26,Gene Synonym 27,Gene Synonym 28,Gene Synonym 29,Gene Synonym 30,Gene Synonym 31
ZBTB8B,,ZNF916B,RP1-27O5.1,DKFZp547H154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZBTB8OS,,ARCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZBTB8OSP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZBTB8OSP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZBTB9,,ZNF919,MGC23166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZC2HC1A,,FAM164A,CGI-62,C8orf70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZC2HC1B,,FAM164B,dJ468K18.5,C6orf94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZC2HC1C,,FAM164C,C14orf140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZC3H10,,ZC3HDC10,FLJ14451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZC3H11A,,ZC3HDC11A,KIAA0663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZC3H11B,,ZC3HDC11B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZC3H12A,,Regnase-1,MCPIP1,FLJ23231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZC3H12A-DT,,LOC728431,LINC01137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZC3H12B,,MCPIP2,CXorf32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZC3H12C,,MCPIP3,KIAA1726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZC3H12D,,MCPIP4,dJ281H8.1,C6orf95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZC3H13,,Xio,KIAA0853,DKFZp434D1812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZC3H14,,UKp68,NY-REN-37,FLJ11806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZC3H15,,LEREPO4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZC3H18,,NHN1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZC3H3,,ZC3HDC3,KIAA0150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZC3H4,,KIAA1064,C19orf7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZC3H6,,ZC3HDC6,KIAA2035,FLJ45877,FLJ41410,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZC3H7A,,ZC3HDC7,ZC3H7,HSPC055,FLJ20318,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZC3H7B,,RoXaN,KIAA1031,FLJ13787,DKFZp434K0920,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZC3H8,,ZC3HDC8,Fliz1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZC3HAV1,,ZC3HDC2,ZC3H2,ZAP,PARP13,MGC48898,FLJ13288,FLB6421,ARTD13,,,,,,,,,,,,,,,,,,,,,,,,
ZC3HAV1L,,MGC14289,C7orf39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZC3HC1,,NIPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZC4H2,,WWS,MRXS4,MCS,KIAA1166,HCA127,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCCHC10,,FLJ20094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCCHC12,,SIZN1,SIZN,PNMA7A,FLJ16123,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCCHC13,,ZNF9L,Cnbp2,4930513O09RIK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCCHC14,,MGC14139,BDG29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCCHC14-DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCCHC17,,PS1D,pNO40,HSPC251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCCHC18,,SIZN2,PNMA7B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCCHC2,,KIAA1744,FLJ20281,FLJ20222,C18orf49,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCCHC24,,Z3CXXC8,FLJ90798,C10orf56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCCHC3,,dJ1103G7.7,C20orf99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCCHC4,,ZGRF4,HSPC052,FLJ23024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCCHC7,,FLJ22611,AIR1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCCHC8,,DKFZp434E2220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCCHC9,,PPP1R41,DKFZp761J139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCRB1,,ZCCHC19,SNRNP31,RBM36,MADP1,MADP-1,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCRB1P1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCWPW1,,ZCW1,FLJ10057,DKFZp434N0510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCWPW2,,ZCW2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZDBF2,,KIAA1571,FLJ45338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZDHHC1,,ZNF377,HSU90653,C16orf1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZDHHC11,,ZNF399,FLJ13153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZDHHC11B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZDHHC12,,ZNF400,FLJ14524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZDHHC12-DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZDHHC13,,HIP14L,FLJ10941,FLJ10852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZDHHC14,,NEW1CP,FLJ20984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZDHHC15,,MRX91,FLJ31812,DHHC15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZDHHC16,,APH2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZDHHC17,,KIAA0946,HYPH,HIP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZDHHC18,,DKFZp667O2416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZDHHC19,,MGC33345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZDHHC2,,ZNF372,DHHC2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZDHHC20,,FLJ25952,DHHC20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZDHHC20-IT1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZDHHC20P1,,OTTHUMG00000086707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZDHHC20P2,,OTTHUMG00000133740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZDHHC20P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZDHHC20P4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZDHHC21,,HSPC097,DNZ1,DHHC21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZDHHC22,,C14orf59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZDHHC23,,MGC42530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZDHHC24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZDHHC3,,ZNF373,GODZ,DHHC3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZDHHC4,,ZNF374,FLJ10479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZDHHC4P1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZDHHC5,,ZNF375,KIAA1748,DHHC5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZDHHC6,,ZNF376,FLJ21952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZDHHC7,,ZNF370,SERZ1,SERZ-B,FLJ20279,FLJ10792,DHHC7,,,,,,,,,,,,,,,,,,,,,,,,,,
ZDHHC8,,ZNF378,KIAA1292,DHHC8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZDHHC8P1,,ZDHHC8P,FLJ31568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZDHHC9,,ZNF380,ZNF379,ZDHHC10,DHHC9,CXorf11,CGI-89,,,,,,,,,,,,,,,,,,,,,,,,,,
ZEB1,,Zfhx1a,Zfhep,ZEB,TCF8,PPCD3,NIL-2-A,FECD6,BZP,AREB6,,,,,,,,,,,,,,,,,,,,,,,
ZEB1-AS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZEB2,,ZFHX1B,SIP1,SIP-1,KIAA0569,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZEB2-AS1,,ZEB2NAT,ZEB2AS,ZEB2-AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZEB2P1,,ZEB1P1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZER1,,ZYG11BL,ZYG,Hzyg,C9orf60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFAND1,,FLJ14007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFAND2A,,AIRAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFAND2A-DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFAND2B,,AIRAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFAND3,,TEX27,FLJ13222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFAND3-DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFAND4,,FLJ40185,ANUBL1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFAND5,,ZNF216,ZFAND5A,ZA20D2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFAND6,,ZFAND5B,ZA20D3,AWP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFAND6P1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFAS1,,ZNFX1-AS1,NCRNA00275,HSUP2,HSUP1,C20orf199,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFAT,,ZNF406,ZFAT1,KIAA1485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFAT-AS1,,ZFATAS,ZFAT-AS,SAS-ZFAT,NCRNA00070,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFC3H1,,PSRC2,MGC23401,KIAA0546,CSRC2,CCDC131,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFHX2,,ZNF409,ZFH-5,KIAA1762,KIAA1056,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFHX2-AS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFHX3,,ZNF927,FLJ26184,C16orf47,ATBF1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFHX3-AS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFHX4,,ZFH4,FLJ20980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFHX4-AS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFP1,,ZNF475,FLJ34243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFP14,,ZNF531,KIAA1559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFP2,,ZNF751,FLJ21628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFP28,,mkr5,KIAA1431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFP28-DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFP3,,ZNF752,FLJ30726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFP30,,ZNF745,KIAA0961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFP36,,TTP,TIS11,RNF162A,NUP475,G0S24,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFP36L1,,TIS11B,RNF162B,ERF1,cMG1,BRF1,Berg36,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFP36L2,,TIS11D,RNF162C,ERF2,BRF2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFP37,,ZNF906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFP3-DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFP41,,ZNF753,FLJ38705,FLJ00028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFP42,,ZNF754,REX1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFP57,,ZNF698,C6orf40,bA145L22.2,bA145L22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFP62,,ZNF755,ZET,FLJ34231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFP64,,ZNF338,FLJ12628,FLJ10734,dJ831D17.1,dJ548G19.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFP64P1,,ZNF405P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFP69,,ZSCAN54A,ZNF642,ZKSCAN23A,ZFP69A,FLJ16030,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFP69B,,ZSCAN54B,ZNF643,ZKSCAN23B,FLJ34293,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFP82,,ZNF545,MGC45380,KIAA1948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFP90,,ZNF756,NK10,KIAA1954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFP91,,ZNF757,PZF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFP91-CNTF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFP91P1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFP92,,ZNF897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFPL1,,MCG4,D11S750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFPM1,,ZNF89A,ZC2HC11A,FOG1,FOG,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFPM1-AS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFPM2,,ZNF89B,ZC2HC11B,hFOG-2,FOG2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFPM2-AS1,,SCAT3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFR,,ZFR1,SPG71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFR2,,KIAA1086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFRP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFTA,,MGC3032,C11orf95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFTRAF1,,MGC13010,KIAA0496,CYHR1,CHRP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFX,,ZNF926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFX-AS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFY,,ZNF911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFY-AS1,,ZFYAS,ZFY-AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFYVE1,,ZNFN2A1,TAFF1,PPP1R172,KIAA1589,DFCP1,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFYVE16,,PPP1R69,KIAA0305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFYVE19,,MPFYVE,FLJ14840,ANCHR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFYVE21,,ZF21,MGC2550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFYVE26,,SPG15,KIAA0321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFYVE27,,SPG33,FLJ32919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFYVE28,,lst-2,KIAA1643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFYVE9,,SMADIP,SARA,PPP1R173,MADHIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFYVE9P1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFYVE9P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZG16,,ZG16A,JCLN1,JCLN,hZG16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZG16B,,PRO1567,JCLN2,HRPE773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZGLP1,,GLP1,GLP-1,GATAD3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZGPAT,,ZIP,ZC3HDC9,ZC3H9,MGC44880,KIAA1847,GPATCH6,GPATC6,FLJ14972,dJ583P15.3,,,,,,,,,,,,,,,,,,,,,,,
ZGRF1,,FLJ11331,C4orf21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZHX1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZHX1-C8orf76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZHX2,,KIAA0854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZHX3,,TIX1,KIAA0395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZIC1,,ZNF201,ZIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZIC2,,HPE5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZIC3,,ZNF203,HTX1,HTX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZIC4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZIC4-AS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZIC5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZIK1,,ZNF762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZIK1P1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZIM2,,ZNF656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZIM2-AS1,,ZIM2as,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZIM3,,ZNF657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZKSCAN1,,ZSCAN33,ZNF36,ZNF139,PHZ-37,KOX18,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZKSCAN2,,ZSCAN34,ZNF694,FLJ23199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZKSCAN2-DT,,CTD-2547G23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZKSCAN3,,ZSCAN35,ZNF309,ZNF306,Zfp47,ZF47,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZKSCAN4,,ZSCAN36,ZNF427,ZNF307,p373c6.1,P1P373C6,FLJ32136,,,,,,,,,,,,,,,,,,,,,,,,,,
ZKSCAN5,,ZSCAN37,ZNF914,ZFP95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZKSCAN7,,ZSCAN39,ZNF64,ZNF448,ZNF167,FLJ12738,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZKSCAN7-AS1,,RP11-944L7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZKSCAN7P1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZKSCAN8,,ZSCAN40,ZNF192,LD5-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZKSCAN8P1,,ZNF389P,ZNF389,ZNF192P1,dJ265C24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZKSCAN8P2,,ZNF192P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZMAT1,,KIAA1789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZMAT2,,Snu23,hSNU23,FLJ31121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZMAT3,,WIG1,WIG-1,PAG608,MGC10613,FLJ12296,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZMAT4,,FLJ13842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZMAT5,,ZC3H19,SNRNP20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZMIZ1,,Zimp10,RP11-519K18.1,RAI17,MIZ,KIAA1224,hZIMP10,FLJ13541,,,,,,,,,,,,,,,,,,,,,,,,,
ZMIZ1-AS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZMIZ2,,ZIMP7,NET27,KIAA1886,hZIMP7,DKFZp761I2123,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZMPSTE24,,Ste24p,STE24,PRO1,HGPS,FACE-1,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZMPSTE24-DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZMYM1,,MYM,FLJ23151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZMYM2,,ZNF198,RAMP,MYM,FIM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZMYM3,,ZNF261,ZNF198L2,MYM,KIAA0385,DXS6673E,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZMYM4,,ZNF262,ZNF198L3,MYM,KIAA0425,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZMYM4-AS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZMYM5,,ZNF237,ZNF198L1,MYM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZMYM6,,ZNF258,ZNF198L4,ZBED7,MYM,KIAA1353,Buster2,,,,,,,,,,,,,,,,,,,,,,,,,,
ZMYND10,,DNAAF7,CILD22,BLU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZMYND10-AS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZMYND11,,BS69,BRAM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZMYND12,,DKFZp434N2435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZMYND15,,DKFZp434N127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZMYND19,,MIZIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZMYND19P1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZMYND8,,RACK7,PRKCBP1,KIAA1125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNF10,,KOX1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNF100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNF101,,HZF12,DKFZp570I0164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNF101P1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNF101P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNF106,,ZNF474,ZFP106,SH3BP3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNF107,,ZNF588,ZFD25,smap-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNF112,,ZNF228,ZFP112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNF114,,MGC17986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNF114-AS1,,AC008392.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNF114P1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNF117,,HPF9,H-plk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNF12,,ZNF325,KOX3,GIOT-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNF121,,ZNF20,ZHC32,D19S204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNF123P,,ZNF123,HZF-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNF124,,HZF16,HZF-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNF131,,ZBTB35,pHZ-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNF132,,pHZ-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNF132-DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNF133,,ZNF150,pHZ-66,pHZ-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNF133-AS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNF134,,pHZ-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNF135,,ZNF78L1,ZNF61,pHZ-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNF136,,pHZ-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNF137P,,ZNF137,pHZ-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNF138,,pHZ-32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNF14,,KOX6,GIOT-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNF140,,pHZ-39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNF141,,pHZ-44,D4S90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNF142,,pHZ-49,KIAA0236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNF143,,STAF,SBF,pHZ-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNF146,,OZF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNF148,,ZFP148,ZBP-89,pHZ-52,HT-BETA,BFCOL1,BERF-1,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNF154,,pHZ-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNF155,,pHZ-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNF157,,HZF22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNF16,,KOX9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNF160,,KR18,KIAA1611,HZF5,HKr18,FLJ00032,F11,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNF165,,ZSCAN7,CT53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNF169,,MGC51961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNF17,,KOX10,KIAA1947,HPF3,FLJ46615,FLJ46058,FLJ40864,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNF174,,ZSCAN8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNF175,,OTK18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNF177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNF18,,ZSCAN38,ZNF535,ZKSCAN6,Zfp535,KOX11,HDSG1,,,,,,,,,,,,,,,,,,,,,,,,,,
